"date","dewey_nom","n"
"1945","Arts et loisirs",10
"1945","Économie et société",60
"1945","Généralités",9
"1945","Histoire et géographie",160
"1945","Littérature",160
"1945","N/A",25
"1945","Philosophie et psychologie",24
"1945","Religion",6
"1945","Sciences",12
"1945","Techniques",6
"1946","Arts et loisirs",11
"1946","Économie et société",97
"1946","Généralités",6
"1946","Histoire et géographie",215
"1946","Littérature",262
"1946","N/A",15
"1946","Philosophie et psychologie",50
"1946","Religion",9
"1946","Sciences",18
"1946","Techniques",4
"1947","Arts et loisirs",25
"1947","Économie et société",101
"1947","Généralités",6
"1947","Histoire et géographie",232
"1947","Langues",3
"1947","Littérature",317
"1947","N/A",17
"1947","Philosophie et psychologie",58
"1947","Religion",12
"1947","Sciences",20
"1947","Techniques",10
"1948","Arts et loisirs",21
"1948","Économie et société",73
"1948","Généralités",6
"1948","Histoire et géographie",238
"1948","Littérature",280
"1948","N/A",39
"1948","Philosophie et psychologie",59
"1948","Religion",11
"1948","Sciences",33
"1948","Techniques",6
"1949","Arts et loisirs",27
"1949","Économie et société",62
"1949","Généralités",9
"1949","Histoire et géographie",160
"1949","Langues",1
"1949","Littérature",361
"1949","N/A",19
"1949","Philosophie et psychologie",51
"1949","Religion",13
"1949","Sciences",24
"1949","Techniques",17
"1950","Arts et loisirs",47
"1950","Économie et société",63
"1950","Généralités",7
"1950","Histoire et géographie",224
"1950","Littérature",330
"1950","N/A",28
"1950","Philosophie et psychologie",33
"1950","Religion",14
"1950","Sciences",20
"1950","Techniques",14
"1951","Arts et loisirs",37
"1951","Économie et société",59
"1951","Généralités",6
"1951","Histoire et géographie",200
"1951","Langues",1
"1951","Littérature",271
"1951","N/A",10
"1951","Philosophie et psychologie",33
"1951","Religion",25
"1951","Sciences",23
"1951","Techniques",12
"1952","Arts et loisirs",15
"1952","Économie et société",46
"1952","Généralités",11
"1952","Histoire et géographie",203
"1952","Langues",6
"1952","Littérature",363
"1952","N/A",7
"1952","Philosophie et psychologie",34
"1952","Religion",15
"1952","Sciences",25
"1952","Techniques",9
"1953","Arts et loisirs",22
"1953","Économie et société",53
"1953","Généralités",16
"1953","Histoire et géographie",211
"1953","Langues",4
"1953","Littérature",390
"1953","N/A",7
"1953","Philosophie et psychologie",28
"1953","Religion",14
"1953","Sciences",24
"1953","Techniques",8
"1954","Arts et loisirs",35
"1954","Économie et société",77
"1954","Généralités",12
"1954","Histoire et géographie",227
"1954","Langues",2
"1954","Littérature",491
"1954","N/A",7
"1954","Philosophie et psychologie",35
"1954","Religion",22
"1954","Sciences",15
"1954","Techniques",13
"1955","Arts et loisirs",16
"1955","Économie et société",72
"1955","Généralités",31
"1955","Histoire et géographie",233
"1955","Langues",1
"1955","Littérature",433
"1955","N/A",2
"1955","Philosophie et psychologie",47
"1955","Religion",27
"1955","Sciences",20
"1955","Techniques",12
"1956","Arts et loisirs",28
"1956","Économie et société",82
"1956","Généralités",7
"1956","Histoire et géographie",189
"1956","Langues",3
"1956","Littérature",414
"1956","N/A",8
"1956","Philosophie et psychologie",28
"1956","Religion",19
"1956","Sciences",28
"1956","Techniques",10
"1957","Arts et loisirs",19
"1957","Économie et société",80
"1957","Généralités",22
"1957","Histoire et géographie",254
"1957","Langues",3
"1957","Littérature",557
"1957","N/A",4
"1957","Philosophie et psychologie",40
"1957","Religion",23
"1957","Sciences",21
"1957","Techniques",3
"1958","Arts et loisirs",30
"1958","Économie et société",67
"1958","Généralités",13
"1958","Histoire et géographie",220
"1958","Langues",4
"1958","Littérature",646
"1958","N/A",7
"1958","Philosophie et psychologie",49
"1958","Religion",25
"1958","Sciences",21
"1958","Techniques",7
"1959","Arts et loisirs",36
"1959","Économie et société",121
"1959","Généralités",19
"1959","Histoire et géographie",250
"1959","Langues",3
"1959","Littérature",599
"1959","N/A",2
"1959","Philosophie et psychologie",62
"1959","Religion",15
"1959","Sciences",37
"1959","Techniques",1
"1960","Arts et loisirs",18
"1960","Économie et société",87
"1960","Généralités",15
"1960","Histoire et géographie",241
"1960","Langues",5
"1960","Littérature",779
"1960","N/A",5
"1960","Philosophie et psychologie",43
"1960","Religion",31
"1960","Sciences",39
"1960","Techniques",5
"1961","Arts et loisirs",36
"1961","Économie et société",92
"1961","Généralités",18
"1961","Histoire et géographie",270
"1961","Langues",5
"1961","Littérature",729
"1961","N/A",14
"1961","Philosophie et psychologie",35
"1961","Religion",28
"1961","Sciences",38
"1961","Techniques",11
"1962","Arts et loisirs",32
"1962","Économie et société",89
"1962","Généralités",17
"1962","Histoire et géographie",257
"1962","Langues",2
"1962","Littérature",660
"1962","N/A",4
"1962","Philosophie et psychologie",59
"1962","Religion",22
"1962","Sciences",45
"1962","Techniques",10
"1963","Arts et loisirs",35
"1963","Économie et société",79
"1963","Généralités",16
"1963","Histoire et géographie",262
"1963","Langues",4
"1963","Littérature",629
"1963","N/A",5
"1963","Philosophie et psychologie",45
"1963","Religion",14
"1963","Sciences",45
"1963","Techniques",8
"1964","Arts et loisirs",36
"1964","Économie et société",93
"1964","Généralités",13
"1964","Histoire et géographie",305
"1964","Langues",6
"1964","Littérature",590
"1964","N/A",15
"1964","Philosophie et psychologie",34
"1964","Religion",17
"1964","Sciences",46
"1964","Techniques",9
"1965","Arts et loisirs",27
"1965","Économie et société",109
"1965","Généralités",12
"1965","Histoire et géographie",272
"1965","Langues",1
"1965","Littérature",342
"1965","N/A",15
"1965","Philosophie et psychologie",42
"1965","Religion",15
"1965","Sciences",51
"1965","Techniques",14
"1966","Arts et loisirs",50
"1966","Économie et société",123
"1966","Généralités",12
"1966","Histoire et géographie",295
"1966","Langues",5
"1966","Littérature",369
"1966","N/A",3
"1966","Philosophie et psychologie",43
"1966","Religion",22
"1966","Sciences",43
"1966","Techniques",18
"1967","Arts et loisirs",35
"1967","Économie et société",134
"1967","Généralités",11
"1967","Histoire et géographie",310
"1967","Langues",4
"1967","Littérature",367
"1967","N/A",1
"1967","Philosophie et psychologie",51
"1967","Religion",19
"1967","Sciences",48
"1967","Techniques",20
"1968","Arts et loisirs",45
"1968","Économie et société",138
"1968","Généralités",12
"1968","Histoire et géographie",301
"1968","Langues",6
"1968","Littérature",430
"1968","N/A",1
"1968","Philosophie et psychologie",63
"1968","Religion",24
"1968","Sciences",50
"1968","Techniques",23
"1969","Arts et loisirs",27
"1969","Économie et société",148
"1969","Généralités",18
"1969","Histoire et géographie",274
"1969","Langues",1
"1969","Littérature",367
"1969","N/A",2
"1969","Philosophie et psychologie",65
"1969","Religion",25
"1969","Sciences",60
"1969","Techniques",17
"1970","Arts et loisirs",20
"1970","Économie et société",162
"1970","Généralités",14
"1970","Histoire et géographie",205
"1970","Langues",4
"1970","Littérature",240
"1970","N/A",2
"1970","Philosophie et psychologie",66
"1970","Religion",14
"1970","Sciences",48
"1970","Techniques",10
"1971","Arts et loisirs",19
"1971","Économie et société",84
"1971","Généralités",16
"1971","Histoire et géographie",181
"1971","Langues",2
"1971","Littérature",272
"1971","Philosophie et psychologie",45
"1971","Religion",10
"1971","Sciences",55
"1971","Techniques",6
"1972","Arts et loisirs",21
"1972","Économie et société",121
"1972","Généralités",23
"1972","Histoire et géographie",212
"1972","Langues",3
"1972","Littérature",261
"1972","N/A",3
"1972","Philosophie et psychologie",68
"1972","Religion",11
"1972","Sciences",45
"1972","Techniques",10
"1973","Arts et loisirs",25
"1973","Économie et société",139
"1973","Généralités",17
"1973","Histoire et géographie",216
"1973","Langues",2
"1973","Littérature",302
"1973","N/A",6
"1973","Philosophie et psychologie",69
"1973","Religion",15
"1973","Sciences",43
"1973","Techniques",9
"1974","Arts et loisirs",28
"1974","Économie et société",116
"1974","Généralités",18
"1974","Histoire et géographie",290
"1974","Langues",6
"1974","Littérature",420
"1974","N/A",2
"1974","Philosophie et psychologie",89
"1974","Religion",9
"1974","Sciences",55
"1974","Techniques",27
"1975","Arts et loisirs",35
"1975","Économie et société",154
"1975","Généralités",20
"1975","Histoire et géographie",290
"1975","Langues",8
"1975","Littérature",480
"1975","N/A",2
"1975","Philosophie et psychologie",67
"1975","Religion",10
"1975","Sciences",48
"1975","Techniques",19
"1976","Arts et loisirs",40
"1976","Économie et société",186
"1976","Généralités",24
"1976","Histoire et géographie",347
"1976","Langues",8
"1976","Littérature",516
"1976","N/A",3
"1976","Philosophie et psychologie",83
"1976","Religion",13
"1976","Sciences",51
"1976","Techniques",35
"1977","Arts et loisirs",38
"1977","Économie et société",236
"1977","Généralités",24
"1977","Histoire et géographie",417
"1977","Langues",3
"1977","Littérature",606
"1977","N/A",3
"1977","Philosophie et psychologie",86
"1977","Religion",20
"1977","Sciences",71
"1977","Techniques",46
"1978","Arts et loisirs",62
"1978","Économie et société",244
"1978","Généralités",22
"1978","Histoire et géographie",426
"1978","Langues",9
"1978","Littérature",585
"1978","N/A",7
"1978","Philosophie et psychologie",71
"1978","Religion",11
"1978","Sciences",67
"1978","Techniques",33
"1979","Arts et loisirs",55
"1979","Économie et société",272
"1979","Généralités",22
"1979","Histoire et géographie",433
"1979","Langues",12
"1979","Littérature",646
"1979","N/A",4
"1979","Philosophie et psychologie",77
"1979","Religion",11
"1979","Sciences",51
"1979","Techniques",44
"1980","Arts et loisirs",44
"1980","Économie et société",256
"1980","Généralités",18
"1980","Histoire et géographie",464
"1980","Langues",12
"1980","Littérature",734
"1980","N/A",9
"1980","Philosophie et psychologie",77
"1980","Religion",10
"1980","Sciences",72
"1980","Techniques",43
"1981","Arts et loisirs",49
"1981","Économie et société",273
"1981","Généralités",21
"1981","Histoire et géographie",410
"1981","Langues",13
"1981","Littérature",812
"1981","N/A",5
"1981","Philosophie et psychologie",72
"1981","Religion",18
"1981","Sciences",65
"1981","Techniques",48
"1982","Arts et loisirs",46
"1982","Économie et société",299
"1982","Généralités",18
"1982","Histoire et géographie",470
"1982","Langues",13
"1982","Littérature",720
"1982","N/A",4
"1982","Philosophie et psychologie",83
"1982","Religion",13
"1982","Sciences",52
"1982","Techniques",67
"1983","Arts et loisirs",46
"1983","Économie et société",290
"1983","Généralités",23
"1983","Histoire et géographie",430
"1983","Langues",15
"1983","Littérature",768
"1983","N/A",3
"1983","Philosophie et psychologie",90
"1983","Religion",14
"1983","Sciences",39
"1983","Techniques",58
"1984","Arts et loisirs",51
"1984","Économie et société",288
"1984","Généralités",18
"1984","Histoire et géographie",419
"1984","Langues",6
"1984","Littérature",868
"1984","N/A",2
"1984","Philosophie et psychologie",82
"1984","Religion",12
"1984","Sciences",61
"1984","Techniques",49
"1985","Arts et loisirs",53
"1985","Économie et société",311
"1985","Généralités",16
"1985","Histoire et géographie",433
"1985","Langues",15
"1985","Littérature",899
"1985","N/A",5
"1985","Philosophie et psychologie",99
"1985","Religion",14
"1985","Sciences",69
"1985","Techniques",77
"1986","Arts et loisirs",71
"1986","Économie et société",310
"1986","Généralités",26
"1986","Histoire et géographie",420
"1986","Langues",10
"1986","Littérature",873
"1986","N/A",1
"1986","Philosophie et psychologie",76
"1986","Religion",12
"1986","Sciences",63
"1986","Techniques",43
"1987","Arts et loisirs",80
"1987","Économie et société",349
"1987","Généralités",31
"1987","Histoire et géographie",470
"1987","Langues",13
"1987","Littérature",857
"1987","N/A",5
"1987","Philosophie et psychologie",99
"1987","Religion",15
"1987","Sciences",64
"1987","Techniques",73
"1988","Arts et loisirs",72
"1988","Économie et société",381
"1988","Généralités",19
"1988","Histoire et géographie",495
"1988","Langues",3
"1988","Littérature",773
"1988","Philosophie et psychologie",90
"1988","Religion",15
"1988","Sciences",80
"1988","Techniques",64
"1989","Arts et loisirs",81
"1989","Économie et société",300
"1989","Généralités",27
"1989","Histoire et géographie",517
"1989","Langues",19
"1989","Littérature",794
"1989","N/A",8
"1989","Philosophie et psychologie",103
"1989","Religion",13
"1989","Sciences",55
"1989","Techniques",64
"1990","Arts et loisirs",76
"1990","Économie et société",291
"1990","Généralités",29
"1990","Histoire et géographie",551
"1990","Langues",13
"1990","Littérature",795
"1990","N/A",3
"1990","Philosophie et psychologie",126
"1990","Religion",16
"1990","Sciences",59
"1990","Techniques",81
"1991","Arts et loisirs",78
"1991","Économie et société",347
"1991","Généralités",20
"1991","Histoire et géographie",521
"1991","Langues",6
"1991","Littérature",714
"1991","N/A",5
"1991","Philosophie et psychologie",105
"1991","Religion",22
"1991","Sciences",63
"1991","Techniques",79
"1992","Arts et loisirs",76
"1992","Économie et société",391
"1992","Généralités",22
"1992","Histoire et géographie",524
"1992","Langues",13
"1992","Littérature",787
"1992","Philosophie et psychologie",117
"1992","Religion",25
"1992","Sciences",66
"1992","Techniques",96
"1993","Arts et loisirs",61
"1993","Économie et société",370
"1993","Généralités",26
"1993","Histoire et géographie",481
"1993","Langues",16
"1993","Littérature",776
"1993","N/A",4
"1993","Philosophie et psychologie",132
"1993","Religion",24
"1993","Sciences",55
"1993","Techniques",98
"1994","Arts et loisirs",67
"1994","Économie et société",402
"1994","Généralités",33
"1994","Histoire et géographie",520
"1994","Langues",11
"1994","Littérature",683
"1994","N/A",2
"1994","Philosophie et psychologie",120
"1994","Religion",25
"1994","Sciences",44
"1994","Techniques",80
"1995","Arts et loisirs",67
"1995","Économie et société",473
"1995","Généralités",25
"1995","Histoire et géographie",418
"1995","Langues",5
"1995","Littérature",741
"1995","Philosophie et psychologie",134
"1995","Religion",27
"1995","Sciences",53
"1995","Techniques",94
"1996","Arts et loisirs",67
"1996","Économie et société",449
"1996","Généralités",38
"1996","Histoire et géographie",339
"1996","Langues",5
"1996","Littérature",834
"1996","N/A",2
"1996","Philosophie et psychologie",104
"1996","Religion",37
"1996","Sciences",56
"1996","Techniques",77
"1997","Arts et loisirs",96
"1997","Économie et société",540
"1997","Généralités",36
"1997","Histoire et géographie",286
"1997","Langues",6
"1997","Littérature",1058
"1997","N/A",1
"1997","Philosophie et psychologie",131
"1997","Religion",39
"1997","Sciences",46
"1997","Techniques",66
"1998","Arts et loisirs",58
"1998","Économie et société",536
"1998","Généralités",27
"1998","Histoire et géographie",251
"1998","Langues",5
"1998","Littérature",838
"1998","Philosophie et psychologie",120
"1998","Religion",19
"1998","Sciences",38
"1998","Techniques",62
"1999","Arts et loisirs",60
"1999","Économie et société",448
"1999","Généralités",24
"1999","Histoire et géographie",213
"1999","Langues",6
"1999","Littérature",813
"1999","N/A",2
"1999","Philosophie et psychologie",124
"1999","Religion",20
"1999","Sciences",37
"1999","Techniques",57
"2000","Arts et loisirs",54
"2000","Économie et société",405
"2000","Généralités",49
"2000","Histoire et géographie",344
"2000","Langues",9
"2000","Littérature",772
"2000","N/A",1
"2000","Philosophie et psychologie",98
"2000","Religion",22
"2000","Sciences",30
"2000","Techniques",37
"2001","Arts et loisirs",7
"2001","Économie et société",19
"2001","Généralités",16
"2001","Histoire et géographie",19
"2001","Littérature",51
"2001","Philosophie et psychologie",4
"2001","Religion",2
"2001","Sciences",1
"2001","Techniques",2
"2002","Arts et loisirs",4
"2002","Économie et société",10
"2002","Généralités",10
"2002","Histoire et géographie",19
"2002","Littérature",43
"2002","N/A",1
"2002","Philosophie et psychologie",5
"2002","Religion",1
"2002","Sciences",2
"2002","Techniques",2
"2003","Arts et loisirs",5
"2003","Économie et société",7
"2003","Généralités",7
"2003","Histoire et géographie",10
"2003","Littérature",33
"2003","Philosophie et psychologie",6
"2003","Religion",3
"2003","Sciences",3
"2004","Arts et loisirs",1
"2004","Économie et société",7
"2004","Généralités",9
"2004","Histoire et géographie",13
"2004","Littérature",27
"2004","Religion",2
"2004","Sciences",1
"2005","Arts et loisirs",4
"2005","Économie et société",7
"2005","Généralités",9
"2005","Histoire et géographie",11
"2005","Littérature",35
"2005","N/A",1
"2005","Philosophie et psychologie",2
"2005","Religion",1
"2005","Sciences",3
"2005","Techniques",1
"2006","Arts et loisirs",2
"2006","Économie et société",4
"2006","Généralités",12
"2006","Histoire et géographie",11
"2006","Littérature",24
"2006","Religion",3
"2006","Sciences",2
"2007","Arts et loisirs",1
"2007","Généralités",9
"2007","Histoire et géographie",1
"2007","Littérature",26
"2007","N/A",1
"2007","Philosophie et psychologie",1
"2007","Sciences",1
"2007","Techniques",1
"2008","Arts et loisirs",1
"2008","Économie et société",3
"2008","Généralités",7
"2008","Histoire et géographie",4
"2008","Littérature",14
"2008","N/A",1
"2008","Philosophie et psychologie",1
"2008","Religion",2
"2008","Techniques",2
"2009","Arts et loisirs",5
"2009","Économie et société",2
"2009","Généralités",8
"2009","Histoire et géographie",5
"2009","Littérature",10
"2009","Philosophie et psychologie",1
"2009","Sciences",1
"2010","Arts et loisirs",1
"2010","Économie et société",3
"2010","Généralités",10
"2010","Histoire et géographie",3
"2010","Littérature",10
"2010","Religion",1
"2011","Économie et société",1
"2011","Généralités",6
"2011","Histoire et géographie",3
"2011","Littérature",10
"2011","Sciences",1
"2012","Arts et loisirs",5
"2012","Économie et société",1
"2012","Généralités",3
"2012","Histoire et géographie",1
"2012","Littérature",13
"2012","Religion",1
"2013","Arts et loisirs",1
"2013","Généralités",3
"2013","Histoire et géographie",2
"2013","Littérature",4
"2014","Arts et loisirs",1
"2014","Généralités",3
"2014","Histoire et géographie",1
"2014","Littérature",4
"2015","Généralités",1
"2015","Histoire et géographie",2
"2015","Littérature",1
"2016","Arts et loisirs",1
"2016","Généralités",3
